成交日期,成交时间,证券代码,证券名称,操作,成交数量,成交编号,成交均价,成交金额,余额,发生金额,手续费,印花税,其他杂费,本次金额,合同编号,交易市场,定位串,市场代码,
20260608,10:40:05,600936,北投科技,证券买入,9100,36628168,5.8100,52871.000,9100,-52890.250,15.860,0.000,3.390,106147.880,1390003345,上海Ａ股,20260608!497002,2,
20260306,10:29:38,002178,延华智能,证券卖出,7700,104000033056368,6.8400,52668.000,0,52622.490,15.800,26.330,3.380,138150.300,CL10003098,深圳Ａ股,20260306!522091,1,
20260403,13:00:00,002831,裕同科技,证券买入,1500,104000041878652,34.9950,52492.000,1500,-52511.120,15.750,0.000,3.370,2312.760,CL10004632,深圳Ａ股,20260403!439742,1,
20260227,09:57:05,002149,西部材料,证券买入,1000,104000021361536,52.4800,52480.000,1000,-52499.100,15.740,0.000,3.360,800.360,CL10002407,深圳Ａ股,20260227!515461,1,
20260526,13:40:26,603993,洛阳钼业,证券买入,2600,59567080,20.1600,52416.000,2600,-52435.060,15.720,0.000,3.340,480.090,1390004174,上海Ａ股,20260526!556069,2,
20260512,13:44:56,002190,成飞集成,证券买入,1600,102000070949171,32.6280,52205.000,1600,-52224.010,15.660,0.000,3.350,1783.810,CL10006340,深圳Ａ股,20260512!671621,1,
20260515,10:01:32,600857,宁波中百,证券卖出,3700,26311413,14.0700,52059.000,0,52014.010,15.620,26.030,3.340,96856.030,1390002141,上海Ａ股,20260515!703305,2,
20260130,14:48:43,002611,东方精工,证券买入,2900,103000090000073,17.9100,51939.000,2900,-51957.900,15.580,0.000,3.320,1516.060,CL10007874,深圳Ａ股,20260130!560340,1,
20260227,13:28:36,000737,北方铜业,证券卖出,2900,105000054828252,17.8700,51823.000,3000,51778.210,15.550,25.910,3.330,52578.570,CL10004771,深圳Ａ股,20260227!515462,1,
20260605,11:20:31,300209,行云科技,证券卖出,2000,103000055063949,25.8810,51762.000,0,51717.260,15.530,25.890,3.320,51850.600,CL10004830,深圳Ａ股,20260605!558480,1,
20260514,11:21:11,002190,成飞集成,证券卖出,1600,101000059915736,32.3300,51728.000,0,51683.310,15.520,25.860,3.310,54413.550,CL10005525,深圳Ａ股,20260514!595806,1,
20260521,11:18:07,603688,石英股份,证券买入,700,46452068,73.8500,51695.000,700,-51713.830,15.510,0.000,3.320,7045.610,1390003514,上海Ａ股,20260521!749828,2,
20260330,14:44:41,000968,蓝焰控股,证券卖出,4700,105000067648939,10.9900,51653.000,0,51608.380,15.500,25.840,3.280,91037.000,CL10005374,深圳Ａ股,20260330!435741,1,
20260526,13:40:11,603688,石英股份,证券卖出,700,59493948,73.6200,51534.000,700,51489.490,15.460,25.760,3.290,52915.150,1390004171,上海Ａ股,20260526!556068,2,
20260205,10:54:45,002611,东方精工,证券卖出,2900,102000041428019,17.7300,51417.000,0,51372.560,15.430,25.710,3.300,51847.490,CL10004076,深圳Ａ股,20260205!477350,1,
20260618,10:12:01,002171,楚江新材,证券买入,3400,103000032722178,15.1100,51374.000,8600,-51392.700,15.410,0.000,3.290,26005.990,CL10003157,深圳Ａ股,20260618!563460,1,
20260603,14:55:27,300723,一品红,证券卖出,1300,103000085458346,39.2100,50973.000,0,50928.950,15.290,25.490,3.270,87339.720,CL10007981,深圳Ａ股,20260603!533401,1,
20260128,14:06:46,600276,恒瑞医药,证券买入,900,65816701,56.5600,50904.000,900,-50922.540,15.270,0.000,3.270,1227.140,1390004694,上海Ａ股,20260128!555845,2,
20260202,14:56:52,600276,恒瑞医药,证券卖出,900,79574329,56.5200,50868.000,0,50824.050,15.260,25.430,3.260,52340.110,1390005289,上海Ａ股,20260202!507230,2,
20260128,14:06:23,601606,长城军工,证券买入,1100,65736261,46.2300,50853.000,1100,-50871.540,15.260,0.000,3.280,52149.680,1390004688,上海Ａ股,20260128!555844,2,
20260205,10:55:13,000737,北方铜业,证券买入,3100,105000040565597,16.4000,50840.000,5900,-50858.510,15.250,0.000,3.260,988.980,CL10004104,深圳Ａ股,20260205!477351,1,
20260522,09:32:58,002192,融捷股份,证券卖出,600,104000006816490,84.1400,50484.000,0,50440.390,15.150,25.240,3.220,150586.490,CL10000687,深圳Ａ股,20260522!636080,1,
20260527,10:42:54,603688,石英股份,证券卖出,700,37100245,71.1600,49812.000,0,49768.960,14.940,24.910,3.190,53581.680,1390002566,上海Ａ股,20260527!636623,2,
20251114,10:15:55,002463,沪电股份,证券买入,800,104000026928806,62.1800,49744.000,800,-49762.120,14.920,0.000,3.200,46864.580,CL10003997,深圳Ａ股,20251114!437116,1,
20260316,13:06:33,600096,云天化,证券卖出,1200,46855864,41.3400,49608.000,2600,49565.130,14.880,24.810,3.180,49899.760,1390003375,上海Ａ股,20260316!539730,2,
20251126,09:53:18,002463,沪电股份,证券卖出,700,104000017506221,70.2900,49203.000,100,49160.490,14.760,24.600,3.150,50677.920,CL10001597,深圳Ａ股,20251126!400313,1,
20260319,09:25:00,300274,阳光电源,证券卖出,300,102000000774150,163.6400,49092.000,0,49049.580,14.730,24.550,3.140,49311.300,CL10000231,深圳Ａ股,20260319!491889,1,
20260318,11:20:34,300274,阳光电源,证券买入,300,101000041163451,163.5200,49056.000,300,-49073.860,14.720,0.000,3.140,43396.420,CL10004541,深圳Ａ股,20260318!413862,1,
20251021,11:23:45,515980,人工智能,证券卖出,57100,33244665,0.8530,48706.300,0,48689.740,14.610,0.000,1.950,83822.450,1390002120,上海Ａ股,20251021!440843,2,
20260227,09:44:51,301277,新天地,证券卖出,3800,103000014675025,12.7800,48564.000,0,48522.030,14.570,24.280,3.120,53299.460,CL10001637,深圳Ａ股,20260227!515460,1,
20251113,14:33:45,603259,药明康德,证券卖出,500,51894180,96.4700,48235.000,600,48193.310,14.470,24.120,3.100,53795.740,1390003728,上海Ａ股,20251113!422899,2,
20251121,14:32:39,601138,工业富联,证券买入,800,58201324,60.2500,48200.000,1400,-48217.540,14.460,0.000,3.080,2457.070,1390004135,上海Ａ股,20251121!554343,2,
20260203,13:44:56,000737,北方铜业,证券买入,2800,105000064432500,17.1900,48132.000,2800,-48149.520,14.440,0.000,3.080,474.930,CL10005561,深圳Ａ股,20260203!528102,1,
20260114,10:43:33,000547,航天发展,证券卖出,1400,103000047909783,34.3200,48048.000,0,48006.490,14.410,24.020,3.080,48579.230,CL10005562,深圳Ａ股,20260114!820436,1,
20260319,09:41:38,600026,中远海能,证券买入,2000,10834113,23.9720,47944.000,2600,-47961.460,14.380,0.000,3.080,1349.840,1390000956,上海Ａ股,20260319!491890,2,
20260512,11:04:33,300723,一品红,证券卖出,1100,103000049539729,42.8800,47168.000,0,47127.240,14.150,23.580,3.030,54007.820,CL10004827,深圳Ａ股,20260512!671620,1,
20260203,13:43:09,301277,新天地,证券卖出,3700,101000065016267,12.6900,46953.000,3800,46912.440,14.090,23.470,3.000,48624.450,CL10005520,深圳Ａ股,20260203!528101,1,
20260421,14:35:41,603688,石英股份,证券买入,900,58719838,52.0100,46809.000,900,-46826.040,14.040,0.000,3.000,47117.630,1390004454,上海Ａ股,20260421!454469,2,
20260306,10:29:18,002371,北方华创,证券卖出,100,105000030901728,467.8200,46782.000,0,46741.570,14.030,23.390,3.010,85527.810,CL10003090,深圳Ａ股,20260306!522090,1,
20260511,11:29:14,603283,赛腾股份,证券买入,800,52004556,58.4000,46720.000,800,-46737.020,14.020,0.000,3.000,108330.670,1390004123,上海Ａ股,20260511!622976,2,
20260422,10:01:45,603688,石英股份,证券卖出,900,20052638,51.5600,46404.000,0,46363.910,13.920,23.200,2.970,93481.540,1390001516,上海Ａ股,20260422!425271,2,
20260305,09:47:36,002371,北方华创,证券买入,100,104000017961598,463.9400,46394.000,100,-46410.890,13.920,0.000,2.970,39898.690,CL10001828,深圳Ａ股,20260305!523038,1,
20260511,11:03:34,300723,一品红,证券买入,1100,103000054019751,42.1000,46310.000,1100,-46326.860,13.890,0.000,2.970,155067.690,CL10004971,深圳Ａ股,20260511!622975,1,
20251121,14:05:55,603259,药明康德,证券卖出,500,53145483,92.5600,46280.000,300,46240.010,13.880,23.140,2.970,50674.610,1390003842,上海Ａ股,20251121!554342,2,
20260512,10:03:37,603283,赛腾股份,证券卖出,800,26694142,57.5200,46016.000,0,45976.240,13.800,23.010,2.950,156776.130,1390002122,上海Ａ股,20260512!671618,2,
20260403,09:25:00,603477,巨星农牧,证券卖出,2700,135365,17.0300,45981.000,2700,45941.290,13.790,22.990,2.930,89737.930,1390000125,上海Ａ股,20260403!439737,2,
20260122,10:43:30,002050,三花智控,证券买入,800,104000039906620,56.7900,45432.000,800,-45448.540,13.630,0.000,2.910,26977.790,CL10004640,深圳Ａ股,20260122!481152,1,
20260107,13:46:49,601288,农业银行,证券买入,6000,55755520,7.4900,44940.000,17700,-44956.360,13.480,0.000,2.880,97.230,1390003961,上海Ａ股,20260107!613260,2,
20260521,11:16:40,002192,融捷股份,证券买入,500,102000052513801,89.6860,44843.000,1700,-44859.340,13.450,0.000,2.890,58759.440,CL10004946,深圳Ａ股,20260521!749827,1,
20260403,09:34:00,603477,巨星农牧,证券卖出,2700,4182719,16.5700,44739.000,0,44700.360,13.420,22.360,2.860,134438.290,1390000418,上海Ａ股,20260403!439738,2,
20260601,13:35:40,603993,洛阳钼业,证券卖出,2400,59158975,18.5300,44472.000,0,44433.570,13.340,22.240,2.850,45294.890,1390003932,上海Ａ股,20260601!617456,2,
20260403,09:25:00,000762,西藏矿业,证券卖出,1400,101000000585331,31.2600,43764.000,1400,43726.180,13.130,21.880,2.810,43796.640,CL10000145,深圳Ａ股,20260403!439736,1,
20260108,09:52:36,601288,农业银行,证券卖出,5900,16042536,7.4100,43719.000,11800,43681.220,13.120,21.860,2.800,43778.450,1390001903,上海Ａ股,20260108!515729,2,
20260604,09:41:08,300209,行云科技,证券买入,1600,102000012744481,27.1000,43360.000,1600,-43375.790,13.010,0.000,2.780,788.220,CL10001442,深圳Ａ股,20260604!512447,1,
20260604,09:31:55,600936,北投科技,证券买入,6500,3477337,6.6400,43160.000,18900,-43175.710,12.950,0.000,2.760,44164.010,1390000567,上海Ａ股,20260604!512446,2,
20260226,14:21:26,603083,剑桥科技,证券卖出,400,57951809,107.9500,43180.000,0,43142.700,12.950,21.590,2.760,43314.460,1390004052,上海Ａ股,20260226!566292,2,
20251113,14:48:57,603083,剑桥科技,证券卖出,400,55533636,107.1700,42868.000,700,42830.960,12.860,21.430,2.750,96626.700,1390004044,上海Ａ股,20251113!422900,2,
20260202,15:00:00,603083,剑桥科技,证券买入,400,79732972,107.0100,42804.000,400,-42819.560,12.840,0.000,2.720,9520.550,1390005313,上海Ａ股,20260202!507231,2,
20260403,10:09:21,000762,西藏矿业,证券卖出,1400,101000023459057,30.5100,42714.000,0,42677.090,12.810,21.350,2.750,177115.380,CL10002759,深圳Ａ股,20260403!439739,1,
20260108,09:52:51,002971,和远气体,证券买入,1300,102000019308214,32.8040,42645.000,1300,-42660.520,12.790,0.000,2.730,1117.930,CL10002504,深圳Ａ股,20260108!515730,1,
20260106,09:30:01,300003,乐普医疗,证券买入,2100,103000001624595,19.9900,41979.000,2100,-41994.280,12.590,0.000,2.690,42968.090,CL10000444,深圳Ａ股,20260106!584330,1,
20251127,10:54:07,000831,中国稀土,证券买入,900,103000031214120,46.6000,41940.000,900,-41955.270,12.580,0.000,2.690,130908.280,CL10003239,深圳Ａ股,20251127!387633,1,
20260107,09:30:57,300409,道氏技术,证券买入,1300,104000003356570,32.0000,41600.000,1300,-41615.160,12.480,0.000,2.680,129380.170,CL10000227,深圳Ａ股,20260107!613256,1,
20260608,13:52:10,600936,北投科技,证券买入,7400,62966654,5.6000,41440.000,21000,-41455.080,12.430,0.000,2.650,359.380,1390005300,上海Ａ股,20260608!497005,2,
20260128,13:41:19,002050,三花智控,证券卖出,800,103000070298655,51.4300,41144.000,0,41108.460,12.340,20.560,2.640,41194.680,CL10006870,深圳Ａ股,20260128!555842,1,
20260109,10:05:07,002971,和远气体,证券卖出,1300,102000029464131,31.5660,41036.000,0,41000.540,12.310,20.520,2.630,72850.850,CL10003579,深圳Ａ股,20260109!606296,1,
20260515,10:42:02,300395,菲利华,证券买入,300,101000045046649,134.4400,40332.000,1200,-40346.690,12.100,0.000,2.590,56509.340,CL10004006,深圳Ａ股,20260515!703306,1,
20260515,09:56:18,300395,菲利华,证券买入,300,101000024943416,134.2400,40272.000,900,-40286.660,12.080,0.000,2.580,44842.020,CL10002397,深圳Ａ股,20260515!703304,1,
20260108,13:14:21,300409,道氏技术,证券卖出,1300,101000054941074,30.8400,40092.000,0,40057.350,12.030,20.050,2.570,41175.280,CL10006409,深圳Ａ股,20260108!515731,1,
20260107,09:32:34,300003,乐普医疗,证券卖出,2100,102000006282360,18.9600,39816.000,0,39781.590,11.940,19.910,2.560,132952.590,CL10000871,深圳Ａ股,20260107!613258,1,
20260331,09:25:00,603538,美诺华,证券卖出,900,5959,43.9700,39573.000,0,39538.800,11.870,19.790,2.540,130575.800,1390000134,上海Ａ股,20260331!437133,2,
20260108,14:13:19,301293,三博脑科,证券卖出,400,102000073149491,98.2600,39304.000,0,39270.030,11.790,19.650,2.530,106882.880,CL10008031,深圳Ａ股,20260108!515734,1,
20251114,10:51:06,601138,工业富联,证券买入,600,29009670,65.4800,39288.000,600,-39302.310,11.790,0.000,2.520,4069.240,1390002914,上海Ａ股,20251114!437118,2,
20251030,14:36:05,603259,药明康德,证券买入,400,62046732,97.3000,38920.000,600,-38934.180,11.680,0.000,2.500,169591.200,1390003948,上海Ａ股,20251030!522853,2,
20260605,14:48:12,600936,北投科技,证券卖出,6500,75359131,5.9300,38545.000,0,38511.700,11.560,19.270,2.470,39143.060,1390005347,上海Ａ股,20260605!558483,2,
20260226,14:50:53,300502,新易盛,证券买入,100,102000074446478,385.2300,38523.000,100,-38537.030,11.560,0.000,2.470,4777.430,CL10007456,深圳Ａ股,20260226!566293,1,
20260409,13:53:28,600552,凯盛科技,证券卖出,3000,49012916,12.8200,38460.000,0,38426.770,11.540,19.230,2.460,60486.970,1390004145,上海Ａ股,20260409!490268,2,
20260608,10:38:04,002491,通鼎互联,证券卖出,1500,105000041715594,25.5800,38370.000,0,38336.840,11.510,19.190,2.460,159038.130,CL10003358,深圳Ａ股,20260608!497001,1,
20260302,13:54:07,300502,新易盛,证券卖出,100,103000076091107,383.8000,38380.000,0,38346.840,11.510,19.190,2.460,115015.780,CL10006038,深圳Ａ股,20260302!587497,1,
20260608,13:48:39,300723,一品红,证券买入,1100,103000069378486,34.8590,38345.000,1100,-38358.960,11.500,0.000,2.460,41814.460,CL10005429,深圳Ａ股,20260608!497004,1,
20260305,14:23:29,301302,华如科技,证券买入,1100,102000068371808,34.3200,37752.000,1100,-37765.750,11.330,0.000,2.420,2132.940,CL10005920,深圳Ａ股,20260305!523039,1,
20260303,09:34:44,000912,泸天化,证券买入,6600,101000007987282,5.7000,37620.000,6600,-37633.710,11.290,0.000,2.420,30744.540,CL10000888,深圳Ａ股,20260303!593733,1,
20260605,14:48:23,002491,通鼎互联,证券买入,1500,104000087040758,25.0500,37575.000,1500,-37588.680,11.270,0.000,2.410,1554.380,CL10007695,深圳Ａ股,20260605!558484,1,
20260408,10:35:02,600552,凯盛科技,证券买入,3000,33440501,12.5200,37560.000,3000,-37573.710,11.270,0.000,2.440,14.540,1390002429,上海Ａ股,20260408!435880,2,
20260323,10:27:44,600580,卧龙电驱,证券买入,900,32875320,41.4700,37323.000,900,-37336.590,11.200,0.000,2.390,511.430,1390002054,上海Ａ股,20260323!9557149,2,
20260330,13:54:58,603026,石大胜华,证券卖出,400,50902626,93.1800,37272.000,0,37239.790,11.180,18.640,2.390,39428.620,1390004107,上海Ａ股,20260330!435740,2,
20260306,10:44:21,301302,华如科技,证券卖出,1100,104000037039864,33.8800,37268.000,0,37235.800,11.180,18.630,2.390,37346.500,CL10003405,深圳Ａ股,20260306!522094,1,
20260312,14:44:52,600989,宝丰能源,证券卖出,1100,66665143,33.6700,37037.000,0,37005.000,11.110,18.520,2.370,37246.020,1390004794,上海Ａ股,20260312!519289,2,
20260306,10:18:03,002771,真视通,证券卖出,2300,101000027733770,15.9500,36685.000,0,36653.300,11.010,18.350,2.340,38786.240,CL10002830,深圳Ａ股,20260306!522089,1,
20260305,09:30:01,002771,真视通,证券买入,2300,104000001373004,15.8500,36455.000,2300,-36468.280,10.940,0.000,2.340,111220.170,CL10000342,深圳Ａ股,20260305!523035,1,
20260107,09:25:00,301293,三博脑科,证券买入,400,102000001100271,90.4900,36196.000,400,-36209.170,10.860,0.000,2.310,93171.000,CL10000240,深圳Ａ股,20260107!613257,1,
20260313,09:25:00,601991,大唐发电,证券买入,7300,49412,4.9000,35770.000,7300,-35783.030,10.730,0.000,2.300,1462.990,1390000186,上海Ａ股,20260313!532911,2,
20260601,10:27:22,603399,永杉锂业,证券买入,1900,34259970,18.7300,35587.000,5500,-35599.970,10.680,0.000,2.290,35920.080,1390002227,上海Ａ股,20260601!617454,2,
20260407,14:00:26,600010,包钢股份,证券卖出,12700,43126404,2.7800,35306.000,0,35275.490,10.590,17.660,2.260,37588.250,1390004208,上海Ａ股,20260407!415123,2,
20260304,10:01:30,000912,泸天化,证券卖出,6600,105000025486918,5.3500,35310.000,0,35279.490,10.590,17.660,2.260,35853.050,CL10000310,深圳Ａ股,20260304!561849,1,
20260414,13:04:17,300014,亿纬锂能,证券卖出,500,105000046056625,70.4200,35210.000,0,35179.580,10.560,17.610,2.250,116865.840,CL10004155,深圳Ａ股,20260414!413956,1,
20260326,10:06:48,600580,卧龙电驱,证券卖出,900,20225754,38.9900,35091.000,0,35060.670,10.530,17.550,2.250,40691.040,1390001830,上海Ａ股,20260326!423183,2,
20260601,10:40:30,600995,南网储能,证券买入,2200,38462647,15.9300,35046.000,2200,-35058.760,10.510,0.000,2.250,861.320,1390002554,上海Ａ股,20260601!617455,2,
20260414,13:23:44,603688,石英股份,证券买入,700,42993674,49.8400,34888.000,2000,-34900.710,10.470,0.000,2.240,81965.130,1390003850,上海Ａ股,20260414!413957,2,
20260428,14:30:32,000993,闽东电力,证券买入,2700,102000073180329,12.9000,34830.000,2700,-34842.690,10.450,0.000,2.240,41588.560,CL10005667,深圳Ａ股,20260428!501610,1,
20260304,10:38:33,300474,景嘉微,证券买入,500,103000040875405,69.0900,34545.000,500,-34557.600,10.360,0.000,2.240,1295.450,CL10003288,深圳Ａ股,20260304!561850,1,
20260320,10:29:39,002565,顺灏股份,证券买入,2100,104000035038331,16.4200,34482.000,3700,-34494.550,10.340,0.000,2.210,81.250,CL10005084,深圳Ａ股,20260320!447464,1,
20260325,13:15:06,002428,云南锗业,证券买入,700,102000049892469,49.1300,34391.000,700,-34403.520,10.320,0.000,2.200,9052.180,CL10004406,深圳Ａ股,20260325!464860,1,
20260603,13:45:33,600995,南网储能,证券卖出,2200,56685485,15.5800,34276.000,0,34246.380,10.280,17.140,2.200,36410.770,1390004292,上海Ａ股,20260603!533400,2,
20260403,11:03:05,600010,包钢股份,证券买入,12700,29732967,2.6900,34163.000,12700,-34175.430,10.250,0.000,2.180,54823.880,1390001924,上海Ａ股,20260403!439741,2,
20260326,09:51:31,603026,石大胜华,证券买入,400,15027712,84.9000,33960.000,400,-33972.370,10.190,0.000,2.180,5630.370,1390001467,上海Ａ股,20260326!423182,2,
20260429,10:12:36,000993,闽东电力,证券卖出,2700,104000030699817,12.5400,33858.000,0,33828.740,10.160,16.930,2.170,64579.780,CL10002623,深圳Ａ股,20260429!482936,1,
20260317,10:50:10,301308,江波龙,证券买入,100,103000035734444,337.2000,33720.000,100,-33732.280,10.120,0.000,2.160,7269.970,CL10003433,深圳Ａ股,20260317!460156,1,
20260309,09:25:00,601872,招商轮船,证券买入,1900,67497,17.6400,33516.000,1900,-33528.200,10.050,0.000,2.150,3818.300,1390000227,上海Ａ股,20260309!545376,2,
20260603,09:30:46,600936,北投科技,证券买入,5400,1535804,6.2000,33480.000,7100,-33492.180,10.040,0.000,2.140,32580.250,1390000284,上海Ａ股,20260603!533396,2,
20260320,09:49:23,600821,金开新能,证券卖出,2800,14004769,11.7900,33012.000,0,32983.470,9.900,16.510,2.120,34575.800,1390001327,上海Ａ股,20260320!447463,2,
20260316,09:36:35,601991,大唐发电,证券卖出,7300,7929981,4.5200,32996.000,0,32967.500,9.900,16.490,2.110,34513.080,1390000793,上海Ａ股,20260316!539727,2,
20260409,09:30:00,300014,亿纬锂能,证券买入,500,101000000935782,65.5000,32750.000,500,-32761.930,9.830,0.000,2.100,22060.200,CL10000288,深圳Ａ股,20260409!490267,1,
20260326,09:44:57,002428,云南锗业,证券卖出,700,104000014462653,46.6600,32662.000,0,32633.780,9.800,16.330,2.090,39602.740,CL10001439,深圳Ａ股,20260326!423181,1,
20260603,09:35:29,600936,北投科技,证券买入,5300,6973023,6.0800,32224.000,12400,-32235.730,9.670,0.000,2.060,344.520,1390000657,上海Ａ股,20260603!533397,2,
20260310,10:51:39,600989,宝丰能源,证券买入,1100,36489749,29.2100,32131.000,1200,-32142.730,9.640,0.000,2.090,440.150,1390002840,上海Ａ股,20260310!512228,2,
20260130,14:45:01,601606,长城军工,证券卖出,700,77071835,45.7200,32004.000,400,31976.350,9.600,16.000,2.050,53473.960,1390007439,上海Ａ股,20260130!560339,2,
20260602,14:04:39,300723,一品红,证券买入,800,102000072523501,39.8000,31840.000,800,-31851.600,9.550,0.000,2.050,718.980,CL10007258,深圳Ａ股,20260602!609606,1,
20260323,10:21:56,301308,江波龙,证券卖出,100,103000034757222,318.4000,31840.000,0,31812.480,9.550,15.920,2.050,37848.020,CL10002613,深圳Ａ股,20260323!9557148,1,
20251031,09:42:41,603083,剑桥科技,证券买入,300,12574235,106.0300,31809.000,700,-31820.580,9.540,0.000,2.040,47317.620,1390000899,上海Ａ股,20251031!515727,2,
20260324,10:25:30,600026,中远海能,证券卖出,1300,28603930,24.4000,31720.000,0,31692.590,9.520,15.860,2.030,32110.510,1390001945,上海Ａ股,20260324!448906,2,
20260310,10:51:16,601872,招商轮船,证券卖出,1900,36424464,16.6900,31711.000,0,31683.610,9.510,15.850,2.030,32582.880,1390002833,上海Ａ股,20260310!512227,2,
20260323,09:37:44,600026,中远海能,证券卖出,1300,10448403,24.1200,31356.000,1300,31328.900,9.410,15.680,2.010,33713.620,1390000656,上海Ａ股,20260323!9557146,2,
20260108,13:18:35,600118,中国卫星,证券买入,300,45911930,104.5900,31377.000,300,-31388.420,9.410,0.000,2.010,9786.860,1390005024,上海Ａ股,20260108!515732,2,
20260304,14:43:34,600256,广汇能源,证券卖出,4400,71770285,7.0900,31196.000,0,31169.050,9.360,15.600,1.990,147688.450,1390004538,上海Ａ股,20260304!561854,2,
20260109,09:43:04,600118,中国卫星,证券卖出,300,12599742,103.9100,31173.000,0,31146.070,9.350,15.590,1.990,31850.310,1390001088,上海Ａ股,20260109!606295,2,
20260602,14:56:59,300723,一品红,证券买入,800,102000087131619,38.5600,30848.000,1600,-30859.230,9.250,0.000,1.980,66072.430,CL10008413,深圳Ａ股,20260602!609610,1,
20260317,10:00:25,603986,兆易创新,证券买入,100,19045458,306.1800,30618.000,100,-30629.150,9.190,0.000,1.960,19943.240,1390001482,上海Ａ股,20260317!460153,2,
20260113,10:48:28,601288,农业银行,证券卖出,4000,44604942,7.6600,30640.000,0,30613.530,9.190,15.320,1.960,31828.310,1390003622,上海Ａ股,20260113!678223,2,
20260305,09:45:49,600722,金牛化工,证券卖出,2600,14350867,11.7600,30576.000,0,30549.580,9.170,15.290,1.960,86309.580,1390001185,上海Ａ股,20260305!523037,2,
20260303,09:33:06,600227,赤天化,证券买入,8700,4794447,3.4900,30363.000,8700,-30374.060,9.110,0.000,1.950,68378.250,1390000707,上海Ａ股,20260303!593732,2,
20260303,09:31:48,600256,广汇能源,证券买入,4400,3326198,6.8800,30272.000,4400,-30283.020,9.080,0.000,1.940,98752.310,1390000564,上海Ａ股,20260303!593731,2,
20251126,13:01:46,601138,工业富联,证券卖出,500,31020132,60.4700,30235.000,0,30208.880,9.070,15.120,1.930,228383.760,1390002121,上海Ａ股,20251126!400318,2,
20260304,09:36:41,600722,金牛化工,证券买入,2600,9641753,11.6000,30160.000,2600,-30170.980,9.050,0.000,1.930,573.560,1390000227,上海Ａ股,20260304!561848,2,
20260611,11:28:02,300723,一品红,证券卖出,900,103000048204217,33.4000,30060.000,0,30034.030,9.020,15.030,1.920,151452.020,CL10005122,深圳Ａ股,20260611!561834,1,
20260126,13:30:07,301277,新天地,证券买入,2300,103000072553463,13.0400,29992.000,2300,-30002.920,9.000,0.000,1.920,1008.420,CL10007052,深圳Ａ股,20260126!640280,1,
20260324,13:56:09,600722,金牛化工,证券买入,1800,53731787,16.6400,29952.000,1800,-29962.910,8.990,0.000,1.920,63089.900,1390003410,上海Ａ股,20260324!448908,2,
20260318,10:18:13,600821,金开新能,证券买入,2800,23031907,10.6700,29876.000,2800,-29886.880,8.960,0.000,1.920,642.980,1390000763,上海Ａ股,20260318!413858,2,
20251126,11:24:42,601138,工业富联,证券卖出,500,29578976,59.3700,29685.000,500,29659.350,8.910,14.840,1.900,198174.880,1390002016,上海Ａ股,20251126!400317,2,
20251030,14:30:59,603259,药明康德,证券买入,300,60931443,97.3900,29217.000,900,-29227.630,8.770,0.000,1.860,140363.570,1390004036,上海Ａ股,20251030!522854,2,
20260113,11:18:53,000547,航天发展,证券买入,800,101000063949503,36.4700,29176.000,800,-29186.610,8.750,0.000,1.860,2641.700,CL10007654,深圳Ａ股,20260113!678224,1,
20251126,09:50:10,603259,药明康德,证券卖出,300,10579461,96.4900,28947.000,0,28921.990,8.680,14.470,1.860,79599.910,1390000866,上海Ａ股,20251126!400314,2,
20260325,14:13:27,600722,金牛化工,证券卖出,1800,56874272,16.0100,28818.000,0,28793.090,8.650,14.410,1.850,37845.270,1390004298,上海Ａ股,20260325!464861,2,
20260318,13:00:27,000547,航天发展,证券买入,900,105000044868548,31.6300,28467.000,900,-28477.360,8.540,0.000,1.820,261.720,CL10004915,深圳Ａ股,20260318!413864,1,
20251224,10:53:56,000759,中百集团,证券买入,3100,105000035026172,9.0900,28179.000,3100,-28189.250,8.450,0.000,1.800,550.910,CL10003272,深圳Ａ股,20251224!438783,1,
20251027,13:44:57,000831,中国稀土,证券卖出,500,102000055383581,55.8100,27905.000,0,27880.890,8.370,13.950,1.790,227936.440,CL10005013,深圳Ａ股,20251027!542966,1,
20260323,09:31:27,603986,兆易创新,证券卖出,100,3364428,278.5700,27857.000,0,27832.920,8.360,13.930,1.790,27918.020,1390000349,上海Ａ股,20260323!9557144,2,
20260323,09:42:51,001283,豪鹏科技,证券买入,400,103000016782662,69.1700,27668.000,400,-27678.080,8.300,0.000,1.780,6035.540,CL10001270,深圳Ａ股,20260323!9557147,1,
20260304,13:27:32,600227,赤天化,证券卖出,8700,56597276,3.1800,27666.000,0,27642.080,8.300,13.840,1.780,116519.400,1390003629,上海Ａ股,20260304!561853,2,
20260515,09:41:11,300395,菲利华,证券买入,200,101000013833089,138.0000,27600.000,200,-27610.050,8.280,0.000,1.770,55827.550,CL10000286,深圳Ａ股,20260515!703300,1,
20260319,10:11:50,000547,航天发展,证券卖出,900,103000024992579,30.4220,27380.000,0,27356.350,8.210,13.690,1.750,28706.190,CL10002388,深圳Ａ股,20260319!491891,1,
20260324,10:24:00,600376,首开股份,证券买入,4800,28184296,5.6900,27312.000,4800,-27321.950,8.190,0.000,1.760,417.920,1390001925,上海Ａ股,20260324!448905,2,
20260324,10:03:41,001283,豪鹏科技,证券卖出,400,102000024880793,68.1300,27252.000,0,27228.440,8.180,13.630,1.750,27739.870,CL10001905,深圳Ａ股,20260324!448904,1,
